PWSID,pfas_detected,Is Wholesaler,Is Source Water Protected,# of Facilities,PWS Type_Community water system,PWS Type_Non-Transient non-community system,PWS Type_Transient non-community system,Primary Source_Ground water,Primary Source_Ground water purchased,Primary Source_Groundwater under influence of surface water,Primary Source_Surface water,Primary Source_Surface water purchased,Service Area_Municipality,Service Area_Residential Area,Service Area_Institution,Service Area_School,Service Area_Industrial/Agricultural,geochem_U_count,seller_chain_depth,treat_gac,treat_pac,treat_mfl,treat_iex,treat_con,treat_gwd,disinfect_none,disinfect_uv,disinfect_ozone,sdwa_treated,sdwa_filtered,is_purchased,source_water_pct,source_agriculture_pct,source_urban_pct,source_forest_pct,source_grassland_pct,source_shrub_pct,source_wetland_pct,source_barren_pct,source_other_pct,log_Population Served Count,log_Service Connections Count,log_dist_industry_km,log_dist_fuds_km,log_dist_military_km,log_count_industry_in_huc12,log_count_discharge_in_huc12,log_count_manufacturer_in_huc12,log_count_fuds_in_huc12,log_count_military_in_huc12,log_well_top_open_ft,log_well_screen_len_ft,log_dist_wwtp_km,log_count_wwtp_in_huc12,log_dist_airport_km,log_count_airports_in_huc12,log_dist_landfill_km,log_count_landfills_in_huc12,FWT_GU,FWT_GW,FWT_MX,FWT_SW,ROCK_100,ROCK_200,ROCK_300,ROCK_400,ROCK_500,ROCK_600,ROCK_999,ROCK_missing,precip_mm_ann,log_dist_pfas_clustered_km
AL0000017,1.0,0.0,1.0,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,1.0,1.0,3.2361,17.25445,33.6329,33.7029,2.1897,2.4517,6.6158,0.91655,0.0,10.749677656730794,9.651108271786734,2.4522973662223726,2.846588206366033,3.1718345305340288,1.0986122886681098,0.0,0.0,0.0,0.0,4.098070104303506,5.348827822859522,2.561697923428023,0.6931471805599453,3.7167791137489816,0.0,3.30330888084303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.240966796875,4.71386583390433
AL0000017,0.0,0.0,1.0,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,1.0,1.0,3.2361,17.25445,33.6329,33.7029,2.1897,2.4517,6.6158,0.91655,0.0,10.749677656730794,9.651108271786734,2.4522973662223726,2.846588206366033,3.1718345305340288,1.0986122886681098,0.0,0.0,0.0,0.0,4.098070104303506,5.348827822859522,2.561697923428023,0.6931471805599453,3.7167791137489816,0.0,3.30330888084303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.240966796875,4.71386583390433
AL0000017,1.0,0.0,1.0,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,1.0,1.0,3.2361,17.25445,33.6329,33.7029,2.1897,2.4517,6.6158,0.91655,0.0,10.749677656730794,9.651108271786734,2.4522973662223726,2.846588206366033,3.1718345305340288,1.0986122886681098,0.0,0.0,0.0,0.0,4.098070104303506,5.348827822859522,2.561697923428023,0.6931471805599453,3.7167791137489816,0.0,3.30330888084303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.240966796875,4.71386583390433
AL0000017,0.0,0.0,1.0,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,1.0,1.0,3.2361,17.25445,33.6329,33.7029,2.1897,2.4517,6.6158,0.91655,0.0,10.749677656730794,9.651108271786734,2.4522973662223726,2.846588206366033,3.1718345305340288,1.0986122886681098,0.0,0.0,0.0,0.0,4.098070104303506,5.348827822859522,2.561697923428023,0.6931471805599453,3.7167791137489816,0.0,3.30330888084303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.240966796875,4.71386583390433
AL0000017,0.0,0.0,1.0,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,1.0,1.0,3.2361,17.25445,33.6329,33.7029,2.1897,2.4517,6.6158,0.91655,0.0,10.749677656730794,9.651108271786734,2.4522973662223726,2.846588206366033,3.1718345305340288,1.0986122886681098,0.0,0.0,0.0,0.0,4.098070104303506,5.348827822859522,2.561697923428023,0.6931471805599453,3.7167791137489816,0.0,3.30330888084303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.240966796875,4.71386583390433
AL0000017,0.0,0.0,1.0,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,1.0,1.0,3.2361,17.25445,33.6329,33.7029,2.1897,2.4517,6.6158,0.91655,0.0,10.749677656730794,9.651108271786734,2.4522973662223726,2.846588206366033,3.1718345305340288,1.0986122886681098,0.0,0.0,0.0,0.0,4.098070104303506,5.348827822859522,2.561697923428023,0.6931471805599453,3.7167791137489816,0.0,3.30330888084303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.240966796875,4.71386583390433
AL0000017,0.0,0.0,1.0,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,1.0,1.0,3.2361,17.25445,33.6329,33.7029,2.1897,2.4517,6.6158,0.91655,0.0,10.749677656730794,9.651108271786734,2.4522973662223726,2.846588206366033,3.1718345305340288,1.0986122886681098,0.0,0.0,0.0,0.0,4.098070104303506,5.348827822859522,2.561697923428023,0.6931471805599453,3.7167791137489816,0.0,3.30330888084303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.240966796875,4.71386583390433
AL0000017,0.0,0.0,1.0,67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1.0,1.0,1.0,3.2361,17.25445,33.6329,33.7029,2.1897,2.4517,6.6158,0.91655,0.0,10.749677656730794,9.651108271786734,2.4522973662223726,2.846588206366033,3.1718345305340288,1.0986122886681098,0.0,0.0,0.0,0.0,4.098070104303506,5.348827822859522,2.561697923428023,0.6931471805599453,3.7167791137489816,0.0,3.30330888084303,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.240966796875,4.71386583390433
AL0000023,1.0,0.0,1.0,50,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,10.26514008768764,9.453757028129948,0.2315877980968727,3.496246921442214,3.604543585666246,1.6094379124341005,0.0,0.0,0.0,0.0,5.136647721584067,3.713572066704308,0.6706459152134318,0.6931471805599453,3.71239820726912,0.0,3.47270530996277,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1716.1929931640625,3.319263998899469
AL0000023,0.0,0.0,1.0,50,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,10.26514008768764,9.453757028129948,0.2315877980968727,3.496246921442214,3.604543585666246,1.6094379124341005,0.0,0.0,0.0,0.0,5.136647721584067,3.713572066704308,0.6706459152134318,0.6931471805599453,3.71239820726912,0.0,3.47270530996277,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1716.1929931640625,3.319263998899469
AL0000023,1.0,0.0,1.0,50,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,10.26514008768764,9.453757028129948,0.2315877980968727,3.496246921442214,3.604543585666246,1.6094379124341005,0.0,0.0,0.0,0.0,5.136647721584067,3.713572066704308,0.6706459152134318,0.6931471805599453,3.71239820726912,0.0,3.47270530996277,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1716.1929931640625,3.319263998899469
AL0000023,0.0,0.0,1.0,50,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,10.26514008768764,9.453757028129948,0.2315877980968727,3.496246921442214,3.604543585666246,1.6094379124341005,0.0,0.0,0.0,0.0,5.136647721584067,3.713572066704308,0.6706459152134318,0.6931471805599453,3.71239820726912,0.0,3.47270530996277,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1716.1929931640625,3.319263998899469
AL0000023,0.0,0.0,1.0,50,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,10.26514008768764,9.453757028129948,0.2315877980968727,3.496246921442214,3.604543585666246,1.6094379124341005,0.0,0.0,0.0,0.0,5.136647721584067,3.713572066704308,0.6706459152134318,0.6931471805599453,3.71239820726912,0.0,3.47270530996277,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1716.1929931640625,3.319263998899469
AL0000023,0.0,0.0,1.0,50,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,10.26514008768764,9.453757028129948,0.2315877980968727,3.496246921442214,3.604543585666246,1.6094379124341005,0.0,0.0,0.0,0.0,5.136647721584067,3.713572066704308,0.6706459152134318,0.6931471805599453,3.71239820726912,0.0,3.47270530996277,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1716.1929931640625,3.319263998899469
AL0000023,0.0,0.0,1.0,50,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,10.26514008768764,9.453757028129948,0.2315877980968727,3.496246921442214,3.604543585666246,1.6094379124341005,0.0,0.0,0.0,0.0,5.136647721584067,3.713572066704308,0.6706459152134318,0.6931471805599453,3.71239820726912,0.0,3.47270530996277,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1716.1929931640625,3.319263998899469
AL0000025,1.0,0.0,1.0,13,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,9.75666826558467,8.65817178467581,1.608397371258853,2.905506645480435,2.392581177974602,2.3978952727983707,0.0,0.0,0.0,0.0,5.151362983048495,3.7336933483197448,1.8037868494407736,0.6931471805599453,2.93528669820778,0.0,3.153287152514812,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1726.093994140625,3.7541684748062494
AL0000025,1.0,0.0,1.0,13,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,9.75666826558467,8.65817178467581,1.608397371258853,2.905506645480435,2.392581177974602,2.3978952727983707,0.0,0.0,0.0,0.0,5.151362983048495,3.7336933483197448,1.8037868494407736,0.6931471805599453,2.93528669820778,0.0,3.153287152514812,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1726.093994140625,3.7541684748062494
AL0000025,0.0,0.0,1.0,13,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,9.75666826558467,8.65817178467581,1.608397371258853,2.905506645480435,2.392581177974602,2.3978952727983707,0.0,0.0,0.0,0.0,5.151362983048495,3.7336933483197448,1.8037868494407736,0.6931471805599453,2.93528669820778,0.0,3.153287152514812,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1726.093994140625,3.7541684748062494
AL0000029,1.0,0.0,1.0,38,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.1746,1.4589,25.4249,8.2652,0.4366,0.0497,32.0018,2.1883,0.0,10.415502468813338,9.31695010703444,1.608397371258853,2.905506645480435,2.392581177974602,2.3978952727983707,0.0,0.0,0.0,0.0,5.151362983048495,3.7336933483197448,1.8037868494407736,0.6931471805599453,2.93528669820778,0.0,3.153287152514812,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1726.093994140625,3.7541684748062494
AL0000029,0.0,0.0,1.0,38,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.1746,1.4589,25.4249,8.2652,0.4366,0.0497,32.0018,2.1883,0.0,10.415502468813338,9.31695010703444,1.608397371258853,2.905506645480435,2.392581177974602,2.3978952727983707,0.0,0.0,0.0,0.0,5.151362983048495,3.7336933483197448,1.8037868494407736,0.6931471805599453,2.93528669820778,0.0,3.153287152514812,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1726.093994140625,3.7541684748062494
AL0000029,0.0,0.0,1.0,38,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.1746,1.4589,25.4249,8.2652,0.4366,0.0497,32.0018,2.1883,0.0,10.415502468813338,9.31695010703444,1.608397371258853,2.905506645480435,2.392581177974602,2.3978952727983707,0.0,0.0,0.0,0.0,5.151362983048495,3.7336933483197448,1.8037868494407736,0.6931471805599453,2.93528669820778,0.0,3.153287152514812,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1726.093994140625,3.7541684748062494
AL0000029,0.0,0.0,1.0,38,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.1746,1.4589,25.4249,8.2652,0.4366,0.0497,32.0018,2.1883,0.0,10.415502468813338,9.31695010703444,1.608397371258853,2.905506645480435,2.392581177974602,2.3978952727983707,0.0,0.0,0.0,0.0,5.151362983048495,3.7336933483197448,1.8037868494407736,0.6931471805599453,2.93528669820778,0.0,3.153287152514812,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1726.093994140625,3.7541684748062494
AL0000029,0.0,0.0,1.0,38,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.1746,1.4589,25.4249,8.2652,0.4366,0.0497,32.0018,2.1883,0.0,10.415502468813338,9.31695010703444,1.608397371258853,2.905506645480435,2.392581177974602,2.3978952727983707,0.0,0.0,0.0,0.0,5.151362983048495,3.7336933483197448,1.8037868494407736,0.6931471805599453,2.93528669820778,0.0,3.153287152514812,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1726.093994140625,3.7541684748062494
AL0000035,0.0,0.0,1.0,31,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.9064,36.1681,23.5683,11.9607,0.9929,0.4932,20.2816,0.6288,0.0,10.999613419284296,9.901034546375062,1.2129820984835236,3.080551248986707,2.20245531757498,1.3862943611198906,0.0,0.0,0.0,0.0,5.815787583558486,4.758368045606111,1.2849535334582147,0.0,3.1172239791400664,0.0,2.631946392437315,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.6820068359375,3.987596046700946
AL0000035,0.0,0.0,1.0,31,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.9064,36.1681,23.5683,11.9607,0.9929,0.4932,20.2816,0.6288,0.0,10.999613419284296,9.901034546375062,1.2129820984835236,3.080551248986707,2.20245531757498,1.3862943611198906,0.0,0.0,0.0,0.0,5.815787583558486,4.758368045606111,1.2849535334582147,0.0,3.1172239791400664,0.0,2.631946392437315,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.6820068359375,3.987596046700946
AL0000035,0.0,0.0,1.0,31,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.9064,36.1681,23.5683,11.9607,0.9929,0.4932,20.2816,0.6288,0.0,10.999613419284296,9.901034546375062,1.2129820984835236,3.080551248986707,2.20245531757498,1.3862943611198906,0.0,0.0,0.0,0.0,5.815787583558486,4.758368045606111,1.2849535334582147,0.0,3.1172239791400664,0.0,2.631946392437315,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.6820068359375,3.987596046700946
AL0000035,1.0,0.0,1.0,31,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.9064,36.1681,23.5683,11.9607,0.9929,0.4932,20.2816,0.6288,0.0,10.999613419284296,9.901034546375062,1.2129820984835236,3.080551248986707,2.20245531757498,1.3862943611198906,0.0,0.0,0.0,0.0,5.815787583558486,4.758368045606111,1.2849535334582147,0.0,3.1172239791400664,0.0,2.631946392437315,0.6931471805599453,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.6820068359375,3.987596046700946
